File,Qualified Name,Current R12 Grade,Manual Grade,Action,Evidence Summary,Best Practice Gap,Output Proof Present
veilbreakers_terrain/handlers/terrain_dem_import.py,_load_geotiff.read_tag,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dem_import.py,_egm96_undulation_m,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,import_dem_tile,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dem_import.py,resample_dem_to_tile_grid,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=0,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_destructibility_patches.py,DestructibilityPatch,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_destructibility_patches.py,detect_destructibility_patches,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=0,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_determinism_ci.py,DeterminismRun,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_determinism_ci.py,_snapshot_channel_hashes,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_determinism_ci.py,_clone_state,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_determinism_ci.py,_hash_full_state,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_determinism_ci.py,run_determinism_check,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_determinism_ci.py,detect_determinism_regressions,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyRegion,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyRegion.touches_channel,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyRegion.merge,C,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=18,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyRegion.intersection,C,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=10,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree.__init__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=16;refs=17,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree._ensure_sorted,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree.insert,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=4;refs=6,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree.remove,C,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=6;refs=12,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree.candidates,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=4;refs=21,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,_IntervalTree.rebuild,C,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=3;refs=4,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=2,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.__init__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=16;refs=17,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker._rebuild_indexes,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker._append_region,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.mark_dirty,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=3,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.mark_many,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker._sweep_merge,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker._sweep_merge._overlaps,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker._coalesce_inplace,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.get_dirty_regions,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.get_dirty_channels,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.clear,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=10;refs=22,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.is_clean,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=0,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.dirty_area,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.dirty_fraction,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,DirtyTracker.coalesce,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,attach_dirty_tracker,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_dirty_tracking.py,attach_dirty_tracker._hooked_set,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_ecotone_graph.py,EcotoneEdge.as_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=4,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_cross,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_sub,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_normalize,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=4,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_face_normal,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=5,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_compute_face_normals,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_lod1_faces,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,_fbm,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_natural_arch,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_natural_arch._arch_z,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_features.py,generate_natural_arch._arch_inner_z,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_features.py,generate_natural_arch._tapered_thickness,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_features.py,_arch_face_mat,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_geyser,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_sinkhole,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_floating_rocks,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_ice_formation,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_features.py,generate_ice_formation._build_hex_column,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_features.py,generate_lava_flow,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_fog_masks.py,compute_fog_pool_mask,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_fog_masks.py,compute_mist_envelope,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_fog_masks.py,pass_fog_masks,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_atmosphere.py|veilbreakers_terrain/tests/test_terrain_atmosphere.py::test_pass_fog_masks_populates_mist;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_fog_masks.py,register_bundle_l_fog_masks_pass,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,SpeciesSpec.to_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=10,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_foliage_catalog.py,TripoAssetManifest.__init__,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=16;refs=16,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_footprint_surface.py,FootprintSurfacePoint,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_footprint_surface.py,compute_footprint_surface_data,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=0,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_framing.py,_bresenham_cells,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_framing.py,enforce_sightline,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_framing.py,pass_framing,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_composition.py::test_pass_framing_cuts_obstacles|veilbreakers_terrain/tests/test_terrain_composition.py::test_pass_framing_noop_when_no_features;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_framing.py,_framing_quality_gate,C,C,WIRE_OR_DEPRECATE,test_only_or_unwired;tests=1;refs=1,prove production wiring,Yes
veilbreakers_terrain/handlers/terrain_framing.py,register_framing_pass,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_composition.py::test_register_framing_pass;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,GameplayZoneType,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=1;refs=2,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,_label_zones,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,_compute_cover_score,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,_compute_sky_exposure,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,_compute_choke_score,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,_compute_vantage_score,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,compute_gameplay_zones,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,compute_gameplay_zones._apply_zone_with_cc,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,_compute_gameplay_score_metrics,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,pass_gameplay_zones,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_bundle_j_populates_unity_ready_channels|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_pass_gameplay_zones_populates|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_unity_export_json_schemas|veilbreakers_terrain/tests/test_terrain_ecosystem.py::test_unity_export_manifest_writes_files;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_gameplay_zones.py,register_bundle_j_gameplay_zones_pass,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_geology_validator.py,register_bundle_i_passes,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_delta_integrator.py::test_run_pipeline_auto_inserts_integrator_after_stratigraphy|veilbreakers_terrain/tests/test_terrain_geology.py::test_bundle_i_declares_full_stratigraphy_channel_contract|veilbreakers_terrain/tests/test_terrain_geology.py::test_bundle_i_does_not_modify_default_passes|veilbreakers_terrain/tests/test_terrain_geology.py::test_register_bundle_i_passes_registers_all_five;contracts=veilbreakers_terrain/handlers/terrain_master_registrar.py,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_glacial.py,carve_u_valley,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=2,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_glacial.py,compute_snow_line,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_glacial.py,pass_glacial,C+,C+,REVIEW_FOR_B,runtime_primary;tests=veilbreakers_terrain/tests/test_phase14_wave1.py::test_glacial_delta_written_when_no_glacier_paths|veilbreakers_terrain/tests/test_terrain_geology.py::test_pass_glacial_populates_snow_line;parent_contract=False,prove parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_glacial.py,get_ice_formation_specs,D+,D+,WIRE_OR_DEPRECATE,orphan_candidate;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,GodRayHint,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=0;refs=1,wire/deprecate,No
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,GodRayHint.to_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=10,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,_normalize_sun_dir,C,C,ADD_DIRECT_TESTS,helper_reachable;no_direct_tests;refs=1,add direct tests,No
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,_build_terrain_silhouette_shadow,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,compute_god_ray_hints,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=1;refs=1,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,pass_god_ray_hints,C+,B,PROMOTE_TO_B,runtime_primary;tests=veilbreakers_terrain/tests/test_terrain_atmosphere.py|veilbreakers_terrain/tests/test_terrain_atmosphere.py::test_pass_god_ray_hints_runs_without_cave_or_cloud;contracts=PassSpec.func,none; maintain runtime wiring + direct tests + parent/runtime contract,Yes
veilbreakers_terrain/handlers/terrain_god_ray_hints.py,register_bundle_l_god_ray_hints_pass,C,C,ADD_DIRECT_TESTS,runtime_primary;no_direct_tests;refs=2,add direct runtime tests,No
veilbreakers_terrain/handlers/terrain_golden_snapshots.py,GoldenSnapshot.to_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=10,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_golden_snapshots.py,GoldenSnapshot.from_dict,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=4,prove parent contract or inline,Yes
veilbreakers_terrain/handlers/terrain_hierarchy.py,FeatureTier,D+,D+,WIRE_OR_DEPRECATE,missing_wiring_row;tests=2;refs=1,wire/deprecate,Yes
veilbreakers_terrain/handlers/terrain_hierarchy.py,FeatureTier.from_str,C+,C+,PROVE_PARENT_CONTRACT_OR_INLINE,helper_reachable;direct_tests=2;refs=1,prove parent contract or inline,Yes
