#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes
1086,procedural_meshes.py,generate_bear_mesh,20293,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized bear, standing or rearing."," Red Dead Redemption 2 bear (sculpted with fur cards and PBR fur shader), Far Cry bear."," Stylized bear, standing or rearing."," BUG-468 CONFIRMED — rearing bear's lower hind legs are placed at `y=0` of height `0.27` — half of the leg goes below floor. Shoulder hump sphere is positioned at `(0, body_y+0.08, 0.1)` which is OFFSET FORWARD on +z (correct direction, near shoulder). Snout has nose tip sphere (good detail!). Ears ", Fix rearing leg Y position; differentiate ears slightly; add brown-bear vs polar-bear style param.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1087,procedural_meshes.py,generate_horse_mesh,20427,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized horse, standing or galloping."," RDR2 horse (sculpted PBR, animated mane/tail, ~50K tris). Sketchfab low-poly horse (~3-5K tris hand-modeled)."," Stylized horse, standing or galloping."," BUG-458 CONFIRMED — hoof cylinder placed at same Y as lower-leg base, causing Z-fighting. BUG-469 CONFIRMED — tail spheres start at y=0.65 below the body's tail-attachment surface y≈0.7. Visible disconnect. Mane is 6 disjoint thin boxes — looks like a row of teeth on top of neck, not flowing hair. ", Connect mane segments via spline-along-curve; fix hoof Y; relocate tail to attach at body surface.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1088,procedural_meshes.py,generate_chicken_mesh,20555,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized chicken, standing or pecking."," Stardew Valley chicken (hand-modeled stylized), Sketchfab low-poly chicken."," Stylized chicken, standing or pecking."," Comb is a SINGLE thin box — looks like a fin, not a serrated comb. Wattle is a sphere below beak — correct! Pecking pose drops head Y by 0.05 and pushes Z forward by 0.04 — actually visible.", Comb as 3-4 small boxes in serrated profile; add eye spheres.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1089,procedural_meshes.py,generate_dog_mesh,20647,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized medium dog, sitting or standing.", Sketchfab low-poly dog (~2K tris).," Stylized medium dog, sitting or standing."," Floppy ears are tapered cylinders post-sheared down by `-abs(v[1] - …)0.3` — the absolute value means BOTH the top and bottom of the ear droop by the same amount, so the ear tapers but doesn't actually flop down. Visually OK. Nose sphere is positioned at end of snout — good detail. Sitting hind leg", Use proper one-direction droop for ears; add eyes; differentiate breeds via style param.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1090,procedural_meshes.py,generate_cat_mesh,20766,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized cat, sitting or walking.", Sketchfab low-poly cat (~1.5K tris hand-modeled with Maya/Blender).," Stylized cat, sitting or walking.", Tail curl is genuinely nice — cats DO have S-curve tails. Triangular ear cones work. Sitting front paws (long tapered cyls) extend down ~15cm — that's about right for a sitting cat. Snout is a single small sphere — minimal but readable.," Add eyes + whiskers; differentiate sitting ""Sphinx pose"" vs ""loaf pose"" via style param.",polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1091,procedural_meshes.py,generate_rat_mesh,20871,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized rat, standing or crouching.", Sketchfab low-poly rat (~500 tris). Skyrim skeever (sculpted).," Stylized rat, standing or crouching."," Tail uses sphere trail (consistent with other tails in file) — looks beaded. Crouching pose only changes head Y by 0.01 — barely visible. No whiskers, no claws.", Tail as tapered cylinder; add whisker hints (3 tiny box lines per side); differentiate crouching pose more.,polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1092,procedural_meshes.py,generate_bat_mesh,20945,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized bat, flying (wings spread) or hanging (folded, upside down)."," Skyrim bat (modeled wings with skin membrane texture), Vampire: The Masquerade bats."," Stylized bat, flying (wings spread) or hanging (folded, upside down)."," Flying wings are flat axis-aligned boxes — bat wings should be skin membrane between bone structures, not solid blocks. The 3 finger bones provide structural intent but the membrane is missing (or rather, IS the boxes). ""Hanging"" style does NOT reorient the bat upside-down — it's still right-side u", Build wing membrane as a single triangulated mesh between bone tips; flip body when hanging.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1093,procedural_meshes.py,generate_small_spider_mesh,21027,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Small spider, standard or fat (cave)."," Skyrim frostbite spider (sculpted, ~5K tris with PBR), Limbo spider."," Small spider, standard or fat (cave)."," Legs all have same z-position spread `pair_z = 0.015 - pair0.008` — straight line, not radial spread (real spider legs splay radially in 360°, not just back-to-front). Leg shear is forward-leaning regardless of pair (front legs and back legs both lean same way). Mandibles correct."," Spread leg pairs radially via `angle = π/4 + pairπ/4`; lower-leg should bend at ""knee"" sphere joint.",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1094,procedural_meshes.py,generate_beetle_mesh,21105,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized beetle, standard or horned."," Sketchfab low-poly beetle. Hollow Knight beetles (sprite, but reference for stylization)."," Stylized beetle, standard or horned."," Elytra dome flattening via `max(v[1], 0.005)` actually works (clamps Y to remove bottom hemisphere). 6 legs in 3 pairs — anatomically correct for insects. Antennae lean outward via shear — fine. Horn cone for horned style — good.", Add elytra split-line (boolean cut down center); add eye dots.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1095,procedural_meshes.py,generate_frog_mesh,21179,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized frog, sitting or leaping."," Stardew Valley frog (pixel art, but signature shape captured); Sketchfab low-poly frog."," Stylized frog, sitting or leaping."," Squash via direct vertex scaling actually works for body and head shapes. Bulging eyes correct. Webbed foot is a thin box with XYZ half-extents (0.01, 0.002, 0.012) — basically a Scrabble tile webbed foot. Front legs are the same straight cylinders regardless of pose.", Webbed foot as 3-4 splayed thin boxes per foot for toe definition; add eye pupils as black sphere bumps.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1096,procedural_meshes.py,generate_snake_ambient_mesh,21265,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Non-monster snake (ambient wildlife), coiled or slithering."," Sketchfab low-poly snake (modeled with proper tube extrusion, ~1K tris). Skyrim snake."," Non-monster snake (ambient wildlife), coiled or slithering."," Genuinely the BEST primitive-construction in the section — actually builds a proper extruded tube, not a string of spheres. End caps as single n-gons (BUG-465) will triangulate poorly under modifiers. Head appended via `_merge_meshes` but at the same position as the last body segment — slight overl", Triangulate end caps explicitly; add tongue (thin Y-shaped extrusion); rattlesnake variant via terminal rattle spheres.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1097,procedural_meshes.py,generate_turtle_mesh,21360,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Stylized turtle with shell, standing or retracted."," Sketchfab low-poly turtle (~800 tris, modeled shell with hexagonal scute pattern)."," Stylized turtle with shell, standing or retracted."," Shell flattening via `max(v[1], 0.015)` works for dome silhouette. Ring patterns on top are torus rings — give nice scute illusion. Retracted state correctly pulls legs/head IN (using `leg_extend` and `head_extend` multipliers). Tail cone post-shear has the same BUG-466 pattern.", Replace torus rings with actual scute hexagon pattern (modular boolean cut); orient eye spheres slightly outward.,polish,—,—,—,B+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1098,procedural_meshes.py,generate_mine_entrance_mesh,21452,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Mine shaft entrance, 3 styles (timber, stone, abandoned)."," Skyrim mine entrance (sculpted timber + rock with PBR, animated mine cart). Witcher 3 abandoned mine."," Mine shaft entrance, 3 styles (timber, stone, abandoned)."," Tilted post (abandoned) uses MANUALLY-CONSTRUCTED 8-vertex box — verts at L21574-21581 are listed but the box is NOT actually tilted, it's just placed at a different position with the same shape. The variable name ""tilted"" is misleading. Receding interior beams in timber recede on Z but the tunnel ", Actually rotate tilted post via rotation matrix; create dark tunnel mouth via boolean subtract from a stone face; add interior darkness via material slot metadata.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1099,procedural_meshes.py,generate_sewer_tunnel_mesh,21610,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Brick-lined sewer tunnel section, 3 styles (brick, stone, collapsed).", Dishonored sewer tunnel (sculpted brick + grime + waterflow shader). Skyrim Markarth Ratway.," Brick-lined sewer tunnel section, 3 styles (brick, stone, collapsed)."," BUG-457 CONFIRMED — stalactites use negative length `-0.3` in `_make_tapered_cylinder`. Pipe outlets are full-thickness cylinders perpendicular to the wall — should have water dripping inside. No ceiling arch (just flat slab). ""Brick"" pattern is non-existent (it's just a smooth wall with auto-UV — ", Fix stalactite negative-length; add archway via curved beveled prism; brick offset rows via instanced bricks at 1m intervals.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1100,procedural_meshes.py,generate_catacomb_mesh,21754,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Narrow corridor with burial niches, 3 styles (ossuary, crypt, burial_chamber).", AC Origins catacombs (modeled with proper niche depth + skull arrangements + sarcophagi). Dishonored crypts.," Narrow corridor with burial niches, 3 styles (ossuary, crypt, burial_chamber)."," Niches are SOLID BOXES protruding INTO the wall (not OUT of it as recesses). They look like protruding shelves, not recessed niches. Should be boolean subtractions from wall thickness. Skulls are positioned at the wall surface (`hw + wall_thick  0.2`) — they sit IN the niche-box-protrusion. Visuall", Use boolean subtraction for niche recesses; add support pillars between corridor sections; arch ceiling via beveled prism.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1101,procedural_meshes.py,generate_temple_mesh,21860,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Large temple with nave/columns/altar, 3 styles (gothic, ancient, ruined).", Skyrim/Oblivion ruined temples (modular kit with separate column/wall/altar pieces). Tomb Raider ancient temples.," Large temple with nave/columns/altar, 3 styles (gothic, ancient, ruined)."," BUG-461 CONFIRMED — fallen column ""rotated by swapping Y/Z"" inverts winding. BUG-462 CONFIRMED — ancient column rows offset by +0.3 X. Gothic roof is a single triangular prism (4 faces) — no shingles, no roof structure. Pediment ""ancient"" is a single triangle face — no relief carving (real Greek pe", Use proper rotation matrices for fallen column; symmetric column placement; multi-segmented roof for shingle suggestion.,polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1102,procedural_meshes.py,generate_harbor_dock_mesh,22054,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: Extended dock complex with berths, crane, warehouse, 3 styles (wooden, stone, fortified).", AC4 Black Flag harbor dock (full modular set with individual pier pieces + crane + warehouse). Sea of Thieves outpost docks (hand-modeled with rope rigging).," Extended dock complex with berths, crane, warehouse, 3 styles (wooden, stone, fortified)."," BUG-463 CONFIRMED — fortified merlons bunched at center. BUG-470 CONFIRMED — wooden crane manual leg verts have inconsistent face winding (one face invisible). Crane is geometrically primitive — no rope, no hook, no winch (just pulley-block as a box). Warehouse is a beveled box with no door/windows", Fix merlon spacing; fix crane leg winding; add door/window cutouts to warehouse; rope cylinders from crane to pulley; subtract berth recesses properly.,important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1103,_terrain_noise.py,_PermTableNoise.__init__,138,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Seeds the permutation-table fallback noise generator. Two-line constructor: stores seed, builds permutation via _build_permutation_table.", Standard Perlin reference (Ken Perlin SIGGRAPH 2002).," Seeds the permutation-table fallback noise generator. Two-line constructor: stores seed, builds permutation via `_build_permutation_table`.", None., Already minimal and correct.,,—,—,—,A,NEW,,,,A|2026-04-19: Perlin 2002 512-element doubled permutation table via _build_permutation_table; seeded shuffle.,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1106,_terrain_noise.py,_OpenSimplexWrapper.__init__,177,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Construct the wrapper; instantiate real opensimplex _RealOpenSimplex for availability detection only, then inherit the parent's perm-table evaluator (per the F805 fix to guarantee scalar/array consistency).", Kurt Spencer's OpenSimplex2.," Construct the wrapper; instantiate real opensimplex `_RealOpenSimplex` for availability detection only, then inherit the parent's perm-table evaluator (per the F805 fix to guarantee scalar/array cons"," Instantiating `_RealOpenSimplex(seed=seed)` is purely a side effect — its result `self._os` is set but never read (per the comment block, evaluation goes through the parent). That means a perfectly good library is loaded and abandoned. AAA equivalent: SpeedTree's `WindGenerator` would either USE th"," Either (a) gate on a `prefer_opensimplex_when_available` flag and use `self._os.noise2(x,y)` for the scalar path while keeping permtable for arrays (after a checked dispatch), or (b) drop the `_os = ",polish,—,—,—,B+,NEW,,,,A|2026-04-19: instantiates real _RealOpenSimplex; caches _has_noise3array/_has_noise4array; BUG-16 resolved.,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1112,terrain_assets.py,ViabilityFunction.__call__,90,—,—,—,—,—,—,—,—,—,—,A,,What it does: Make the ViabilityFunction dataclass callable; coerces the underlying function's return to float., Standard functional-programming wrapper., Make the `ViabilityFunction` dataclass callable; coerces the underlying function's return to `float`., None.,,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1113,terrain_baked.py,_NumpyEncoder.default,28,—,—,—,—,—,—,—,—,—,—,A,,"What it does: JSON encoder hook for numpy scalars/arrays — handles np.integer, np.floating, np.ndarray → Python equivalents; delegates everything else to the base encoder.", This is the canonical numpy/json bridge documented in numpy 2.x release notes.," JSON encoder hook for numpy scalars/arrays — handles `np.integer`, `np.floating`, `np.ndarray` → Python equivalents; delegates everything else to the base encoder."," None. (`np.bool_` and `np.complex_` are not handled, but those don't appear in any baked-terrain channel — checked against `_ARRAY_CHANNELS`.)",,,—,—,—,A,NEW,,,,A|2026-04-19: handles np.integer/np.floating/np.ndarray; delegates unrecognized to super.,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1118,terrain_dirty_tracking.py,DirtyTracker.__init__,66,—,—,—,—,—,—,—,—,—,—,A,,What it does: Initialize _regions: List[DirtyRegion] = [] and _world_bounds: Optional[BBox].,, Initialize `_regions: List[DirtyRegion] = []` and `_world_bounds: Optional[BBox]`., None.,,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1145,terrain_karst.py,KarstFeature.__post_init__,43,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Validate kind ∈ {sinkhole, disappearing_stream, cenote, polje} and radius_m > 0. Raises ValueError on violation.", Standard dataclass invariant.," Validate `kind ∈ {sinkhole, disappearing_stream, cenote, polje}` and `radius_m > 0`. Raises `ValueError` on violation."," None — though ""uvala"" (compound karst depression) is missing from the kind list. Adding it is a content decision, not a code bug.",,,—,—,—,A,NEW,,BUG-36: CONFIRMED,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1146,terrain_live_preview.py,LivePreviewSession.__post_init__,58,—,—,—,—,—,—,—,—,—,—,A,,"What it does: If no DirtyTracker was passed in, attach one to the controller's state.",," If no `DirtyTracker` was passed in, attach one to the controller's state.", None.,,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1149,terrain_mask_cache.py,MaskCache.__init__,76,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Initialize an OrderedDict for LRU storage, clamp max_entries >= 1, init hit/miss counters.", Standard LRU pattern (Python `functools.lru_cache` uses the same OrderedDict approach).," Initialize an `OrderedDict` for LRU storage, clamp `max_entries >= 1`, init hit/miss counters.", None.,,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1150,terrain_mask_cache.py,MaskCache.__len__,82,—,—,—,—,—,—,—,—,—,—,A,,What it does: Forwards to OrderedDict.__len__.,, Forwards to `OrderedDict.__len__`., None.,,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
